time_s,x_m,y_m,vx_m_s,vy_m_s,radius_m,speed_m_s,acceleration_m_s2,specific_energy_J_kg,angular_momentum_m2_s
29690.1680432,-46191755.0715,86841732.1082,-2458.52089202,1523.75459358,98362414.9365,2892.43029959,0.0411985282016,130689.793248,143117313712
29915.0935587,-46744249.7499,87183543.3096,-2454.18049891,1515.62680937,98924188.6936,2884.46295635,0.0407319378533,130689.367208,143117313712
30140.0190742,-47295770.6991,87523538.3909,-2449.86266875,1507.60489946,99484972.2244,2876.57776335,0.0402740310695,130688.951999,143117313712
30364.9445896,-47846322.9972,87861740.9279,-2445.567424,1499.68677262,100044770.694,2868.7733339,0.0398245869895,130688.547289,143117313712
30589.8701051,-48395911.7261,88198174.0317,-2441.29477586,1491.87039189,100603589.272,2861.04831292,0.039383391789,130688.152757,143117313712
30814.7956206,-48944541.969,88532860.3617,-2437.04472502,1484.15377286,101161433.127,2853.40137612,0.0389502384133,130687.768093,143117313712
31039.7211361,-49492218.8081,88865822.1365,-2432.81726228,1476.53498203,101718307.431,2845.83122915,0.0385249263224,130687.392997,143117313712
31264.6466516,-50038947.3225,89197081.1456,-2428.61236914,1469.0121352,102274217.348,2838.33660669,0.0381072612467,130687.027181,143117313712
31489.572167,-50584732.5862,89526658.76,-2424.43001843,1461.58339593,102829168.039,2830.91627172,0.0376970549536,130686.670366,143117313712
31714.4976825,-51129579.6658,89854575.9431,-2420.27017483,1454.2469741,103383164.658,2823.56901471,0.0372941250241,130686.322283,143117313712
31939.423198,-51673493.6195,90180853.2606,-2416.13279542,1447.00112442,103936212.35,2816.29365286,0.0368982946386,130685.982673,143117313712
32164.3487135,-52216479.4948,90505510.8907,-2412.0178301,1439.84414512,104488316.248,2809.08902938,0.036509392372,130685.651283,143117313712
32389.274229,-52758542.3271,90828568.6337,-2407.92522214,1432.77437659,105039481.475,2801.95401276,0.0361272519977,130685.327873,143117313712
32614.1997444,-53299687.1384,91150045.9212,-2403.85490855,1425.79020011,105589713.138,2794.88749614,0.035751712299,130685.012209,143117313712
32839.1252599,-53839918.936,91469961.8252,-2399.80682052,1418.89003659,106139016.329,2787.88839657,0.0353826168895,130684.704063,143117313712
33064.0507754,-54379242.7107,91788335.0669,-2395.7808838,1412.07234543,106687396.126,2780.95565443,0.0350198140399,130684.403218,143117313712
33288.9762909,-54917663.4365,92105184.0255,-2391.77701907,1405.33562335,107234857.587,2774.08823278,0.0346631565127,130684.109463,143117313712
33513.9018064,-55455186.0686,92420526.7459,-2387.79514231,1398.67840325,107781405.752,2767.28511675,0.034312501403,130683.822593,143117313712
33738.8273218,-55991815.543,92734380.9472,-2383.83516508,1392.09925319,108327045.642,2760.54531298,0.0339677099868,130683.542412,143117313712
33963.7528373,-56527556.7752,93046764.0302,-2379.89699486,1385.59677533,108871782.255,2753.86784904,0.0336286475742,130683.268729,143117313712
34188.6783528,-57062414.6597,93357693.0851,-2375.98053534,1379.16960494,109415620.571,2747.25177287,0.0332951833695,130683.00136,143117313712
34413.6038683,-57596394.0686,93667184.8988,-2372.08568671,1372.81640943,109958565.544,2740.69615227,0.0329671903364,130682.740127,143117313712
34638.5293837,-58129499.8514,93975255.9622,-2368.21234588,1366.53588742,110500622.107,2734.20007439,0.0326445450689,130682.484856,143117313712
34863.4548992,-58661736.8339,94281922.4766,-2364.36040675,1360.32676787,111041795.169,2727.76264518,0.0323271276673,130682.235382,143117313712
35088.3804147,-59193109.8179,94587200.3611,-2360.52976048,1354.18780916,111582089.612,2721.38298896,0.0320148216187,130681.991544,143117313712
35313.3059302,-59723623.5803,94891105.2587,-2356.72029564,1348.1177983,112121510.295,2715.06024794,0.0317075136827,130681.753184,143117313712
35538.2314457,-60253282.8726,95193652.5426,-2352.93189846,1342.11555008,112660062.051,2708.79358175,0.0314050937812,130681.520153,143117313712
35763.1569611,-60782092.4206,95494857.3226,-2349.16445301,1336.17990631,113197749.686,2702.58216699,0.031107454893,130681.292304,143117313712
35988.0824766,-61310056.9236,95794734.451,-2345.41784142,1330.30973508,113734577.981,2696.42519683,0.0308144929516,130681.069496,143117313712
36213.0079921,-61837181.0545,96093298.5284,-2341.691944,1324.50392996,114270551.687,2690.32188057,0.030526106748,130680.851592,143117313712
36437.9335076,-62363469.4588,96390563.9094,-2337.98663945,1318.76140938,114805675.529,2684.27144326,0.0302421978363,130680.638459,143117313712
